date,return
2/1/93,
2/2/93,0.002119128
2/3/93,0.010569867
2/4/93,0.004184384
2/5/93,-0.000694591
2/8/93,0
2/9/93,-0.006948796
2/10/93,0.001399461
2/11/93,0.004891889
2/12/93,-0.007649853
2/16/93,-0.025227685
2/17/93,-0.000719136
2/18/93,-0.000719885
2/19/93,0.003600279
2/22/93,0.003587518
2/23/93,-0.000715445
2/24/93,0.012875637
2/25/93,0.002119128
2/26/93,0.001409323
3/1/93,-0.002815549
3/2/93,0.014820552
3/3/93,0.004172257
3/4/93,-0.005539994
3/5/93,-0.002785466
3/8/93,0.022346119
3/9/93,-0.003415359
3/10/93,0.0020559
3/11/93,-0.002735417
3/12/93,-0.01028791
3/15/93,0.004850797
3/16/93,0
3/17/93,-0.006206869
3/18/93,0.006245635
3/19/93,-0.001513324
3/22/93,-0.005551801
3/23/93,0.002093954
3/24/93,0
3/25/93,0.006266763
3/26/93,-0.005536064
3/29/93,0.004175804
3/30/93,0.002771515
3/31/93,-0.000691416
4/1/93,-0.003457403
4/2/93,-0.020818873
4/5/93,0.004961087
4/6/93,-0.002821283
4/7/93,0.003536138
4/8/93,-0.001409253
4/12/93,0.014114375
4/13/93,0.002087344
4/14/93,-0.001388553
4/15/93,0
4/16/93,0
4/19/93,-0.004172305
4/20/93,-0.004888445
4/21/93,-0.000701115
4/22/93,-0.012640906
4/23/93,-0.004268101
4/26/93,-0.007857094
4/27/93,0.010799621
4/28/93,-0.0021369
4/29/93,0.004282953
4/30/93,0.001421119
5/3/93,0.006387801
5/4/93,0.003526124
5/5/93,0.002810957
5/6/93,-0.003504297
5/7/93,-0.002109626
5/10/93,0.002114086
5/11/93,0.004219365
5/12/93,-0.001399847
5/13/93,-0.011921994
5/14/93,-0.000709646
5/17/93,0.003550788
5/18/93,-0.000706994
5/19/93,0.02053801
5/20/93,0.002775548
5/21/93,-0.008996118
5/24/93,0.004189786
5/25/93,0.002086264
5/26/93,0.012491079
5/27/93,-0.003426596
5/28/93,-0.004814553
6/1/93,0.009675024
6/2/93,-0.001368923
6/3/93,-0.003426596
6/4/93,-0.003439223
6/7/93,-0.003451019
6/8/93,-0.00900224
6/9/93,0.003494502
6/10/93,0.000696005
6/11/93,0.004175804
6/14/93,-0.001386406
6/15/93,-0.002081921
6/16/93,0.002086264
6/17/93,0.003469398
6/18/93,-0.008234025
6/21/93,0.00210637
6/22/93,0.000700077
6/23/93,-0.009103371
6/24/93,0.013427443
6/25/93,-0.000697326
6/28/93,0.011165638
6/29/93,-0.004830973
6/30/93,0
7/1/93,-0.002773794
7/2/93,-0.005563276
7/6/93,-0.010489745
7/7/93,0.002826909
7/8/93,0.011275686
7/9/93,0.002787028
7/12/93,-0.000694461
7/13/93,-0.000695866
7/14/93,0.003479797
7/15/93,-0.004160414
7/16/93,-0.002785789
7/19/93,-0.000698634
7/20/93,0.00279545
7/21/93,-0.000697173
7/22/93,-0.006972598
7/23/93,0.004914926
7/26/93,0.005590269
7/27/93,-0.000694461
7/28/93,-0.00208627
7/29/93,0.005575351
7/30/93,-0.005544439
8/2/93,0.002787028
8/3/93,0.000695199
8/4/93,0
8/5/93,-0.002083594
8/6/93,0.001391778
8/9/93,0.005559855
8/10/93,-0.000691391
8/11/93,0
8/12/93,-0.002766048
8/13/93,0.001386547
8/16/93,0.005540715
8/17/93,0.003443518
8/18/93,0.005490364
8/19/93,0
8/20/93,0.000683187
8/23/93,-0.002047111
8/24/93,0.010936244
8/25/93,0.000676792
8/26/93,0.000675007
8/27/93,-0.000674552
8/30/93,0.004053844
8/31/93,0.002692341
9/1/93,-0.001342556
9/2/93,-0.003360243
9/3/93,0.000673642
9/7/93,-0.006737746
9/8/93,-0.003392014
9/9/93,0.002041882
9/10/93,0.008831508
9/13/93,0.000673235
9/14/93,-0.004037476
9/15/93,0.002702072
9/16/93,-0.00404224
9/17/93,-0.001939398
9/20/93,-0.008185517
9/21/93,-0.003438744
9/22/93,0.00828166
9/23/93,0.005476228
9/24/93,-0.002723291
9/27/93,0.010921577
9/28/93,-0.002025617
9/29/93,-0.003383439
9/30/93,-0.002036834
10/1/93,0.004762575
10/4/93,0.001354128
10/5/93,-0.001352296
10/6/93,-0.000677653
10/7/93,-0.00271002
10/8/93,0.001359015
10/11/93,0.002035559
10/12/93,0.001354128
10/13/93,0
10/14/93,0.012846335
10/15/93,0.005340227
10/18/93,-0.002655895
10/19/93,-0.007323547
10/20/93,0.001341059
10/21/93,-0.001339263
10/22/93,-0.004694751
10/25/93,0.002694948
10/26/93,-0.000672041
10/27/93,0.000672493
10/28/93,0.007392915
10/29/93,0
11/1/93,0.002667804
11/2/93,-0.000664773
11/3/93,-0.012649939
11/4/93,-0.010788876
11/5/93,0.004771665
11/8/93,0.001356526
11/9/93,0.000678113
11/10/93,0.007446934
11/11/93,-0.002687705
11/12/93,0.004716896
11/15/93,-0.00067083
11/16/93,0.004698257
11/17/93,-0.005344604
11/18/93,-0.002686289
11/19/93,-0.002019664
11/22/93,-0.006073319
11/23/93,0.005431544
11/24/93,0.00405077
11/26/93,0.000672493
11/29/93,-0.004031716
11/30/93,0.000674441
12/1/93,0.001348401
12/2/93,0.002693525
12/3/93,0.004029859
12/6/93,0.003344402
12/7/93,-0.000666384
12/8/93,0
12/9/93,-0.003335969
12/10/93,-0.002007674
12/13/93,0.006035988
12/14/93,-0.00733356
12/15/93,-0.001343109
12/16/93,0.003362041
12/17/93,0.005496808
12/20/93,0.00134173
12/21/93,-0.003350742
12/22/93,0.00672486
12/23/93,-0.000668673
12/27/93,0.005348094
12/28/93,0.001994731
12/29/93,-0.001327081
12/30/93,-0.003987369
12/31/93,-0.005336377
1/3/94,-0.002682468
1/4/94,0.004034437
1/5/94,0.002009148
1/6/94,0
1/7/94,0.006016654
1/10/94,0.011960435
1/11/94,-0.001970121
1/12/94,-0.003289499
1/13/94,-0.002640492
1/14/94,0.003971155
1/17/94,0
1/18/94,0.001317918
1/19/94,-0.002632885
1/20/94,0.002639835
1/21/94,-0.001974379
1/24/94,-0.003957538
1/25/94,0
1/26/94,0.002648332
1/27/94,0.009247379
1/28/94,0.002617444
1/31/94,0.007180796
2/1/94,-0.005185491
2/2/94,0.00651519
2/3/94,-0.004530745
2/4/94,-0.022757139
2/7/94,0.004657982
2/8/94,0.000661597
2/9/94,0.003971155
2/10/94,-0.008569647
2/11/94,0.003324355
2/14/94,0.001325322
2/15/94,0.005294307
2/16/94,-0.000658126
2/17/94,-0.005928798
2/18/94,-0.005964089
2/22/94,0.010000044
2/23/94,-0.002640492
2/24/94,-0.013236132
2/25/94,0.004694768
2/28/94,0
3/1/94,-0.004005442
3/2/94,0.001340353
3/3/94,-0.002676697
3/4/94,0.002683881
3/7/94,0.005354902
3/8/94,-0.003994985
3/9/94,0.004679499
3/10/94,-0.007983922
3/11/94,0.005365007
3/14/94,0.001334863
3/15/94,-0.000666298
3/16/94,0.007999714
3/17/94,0
3/18/94,-0.000218289
3/21/94,-0.00266114
3/22/94,0.002668241
3/23/94,-0.000665025
3/24/94,-0.01198435
3/25/94,-0.009433768
3/28/94,0.001360475
3/29/94,-0.019700905
3/30/94,-0.013859961
3/31/94,0.002811406
4/4/94,-0.015417337
4/5/94,0.020640188
4/6/94,0
4/7/94,0.004881313
4/8/94,-0.007632878
4/11/94,0.00419559
4/12/94,-0.001393122
4/13/94,-0.005229971
4/14/94,0.000351111
4/15/94,0
4/18/94,-0.006657858
4/19/94,0.001411304
4/20/94,-0.001056693
4/21/94,0.013399057
4/22/94,-0.001044151
4/25/94,0.010449626
4/26/94,-0.001034325
4/28/94,-0.00724644
4/29/94,0.003128281
5/2/94,0.006236943
5/3/94,-0.001032754
5/4/94,-0.001723671
5/5/94,-0.001381181
5/6/94,-0.009681533
5/9/94,-0.008729222
5/10/94,0.007748812
5/11/94,-0.009087708
5/12/94,0.004938756
5/13/94,0
5/16/94,0.000350397
5/17/94,0.014737157
5/18/94,0.007261618
5/19/94,0.004806011
5/20/94,-0.003758492
5/23/94,-0.001714269
5/24/94,0.004121905
5/25/94,0.002736811
5/26/94,0.000682824
5/27/94,0.00102304
5/31/94,-0.001363144
6/1/94,0.00443432
6/2/94,-0.001018907
6/3/94,0.005778549
6/6/94,-0.000338252
6/7/94,-0.001352091
6/8/94,-0.008124552
6/9/94,0.005461042
6/10/94,0.00169713
6/13/94,0.001355368
6/14/94,0.007783586
6/15/94,-0.004029764
6/16/94,0.002022964
6/17/94,-0.005581465
6/20/94,-0.00851523
6/21/94,-0.008588504
6/22/94,0.003812022
6/23/94,-0.005868484
6/24/94,-0.020833277
6/27/94,0.017376142
6/28/94,-0.004879768
6/29/94,0.003152377
6/30/94,-0.006285158
7/1/94,0.002108049
7/5/94,0.005259635
7/6/94,-0.001395048
7/7/94,0.004191171
7/8/94,-0.000347756
7/11/94,-0.003479198
7/12/94,0.001396039
7/13/94,0.001743888
7/14/94,0.010789726
7/15/94,0.000345174
7/18/94,0.001720535
